cell,i,j,k,x_m,y_m,z_m
1374,9,1,6,0.19,0.03,0.13
1375,10,1,6,0.21,0.03,0.13
1376,11,1,6,0.23,0.03,0.13
1377,12,1,6,0.25,0.03,0.13
1378,13,1,6,0.27,0.03,0.13
1379,14,1,6,0.29,0.03,0.13
1380,0,2,6,0.01,0.05,0.13
1381,1,2,6,0.03,0.05,0.13
1382,2,2,6,0.05,0.05,0.13
1383,3,2,6,0.07,0.05,0.13
1384,4,2,6,0.09,0.05,0.13
1385,5,2,6,0.11,0.05,0.13
1386,6,2,6,0.13,0.05,0.13
1387,7,2,6,0.15,0.05,0.13
1388,8,2,6,0.17,0.05,0.13
1389,9,2,6,0.19,0.05,0.13
1390,10,2,6,0.21,0.05,0.13
1391,11,2,6,0.23,0.05,0.13
1392,12,2,6,0.25,0.05,0.13
1393,13,2,6,0.27,0.05,0.13
1394,14,2,6,0.29,0.05,0.13
1395,0,3,6,0.01,0.07,0.13
1396,1,3,6,0.03,0.07,0.13
1397,2,3,6,0.05,0.07,0.13
1398,3,3,6,0.07,0.07,0.13
1399,4,3,6,0.09,0.07,0.13
1400,5,3,6,0.11,0.07,0.13
1401,6,3,6,0.13,0.07,0.13
1402,7,3,6,0.15,0.07,0.13
1403,8,3,6,0.17,0.07,0.13
1404,9,3,6,0.19,0.07,0.13
1405,10,3,6,0.21,0.07,0.13
1406,11,3,6,0.23,0.07,0.13
1407,12,3,6,0.25,0.07,0.13
1408,13,3,6,0.27,0.07,0.13
1409,14,3,6,0.29,0.07,0.13
1410,0,4,6,0.01,0.09,0.13
1411,1,4,6,0.03,0.09,0.13
1412,2,4,6,0.05,0.09,0.13
1413,3,4,6,0.07,0.09,0.13
1414,4,4,6,0.09,0.09,0.13
1415,5,4,6,0.11,0.09,0.13
1416,6,4,6,0.13,0.09,0.13
1417,7,4,6,0.15,0.09,0.13
1418,8,4,6,0.17,0.09,0.13
1419,9,4,6,0.19,0.09,0.13
1420,10,4,6,0.21,0.09,0.13
1421,11,4,6,0.23,0.09,0.13
1422,12,4,6,0.25,0.09,0.13
1423,13,4,6,0.27,0.09,0.13
1424,14,4,6,0.29,0.09,0.13
1425,0,5,6,0.01,0.11,0.13
1426,1,5,6,0.03,0.11,0.13
1427,2,5,6,0.05,0.11,0.13
1428,3,5,6,0.07,0.11,0.13
1429,4,5,6,0.09,0.11,0.13
1430,5,5,6,0.11,0.11,0.13
1431,6,5,6,0.13,0.11,0.13
1432,7,5,6,0.15,0.11,0.13
1433,8,5,6,0.17,0.11,0.13
1434,9,5,6,0.19,0.11,0.13
1435,10,5,6,0.21,0.11,0.13
1436,11,5,6,0.23,0.11,0.13
1437,12,5,6,0.25,0.11,0.13
1438,13,5,6,0.27,0.11,0.13
1439,14,5,6,0.29,0.11,0.13
1440,0,6,6,0.01,0.13,0.13
1441,1,6,6,0.03,0.13,0.13
1442,2,6,6,0.05,0.13,0.13
1443,3,6,6,0.07,0.13,0.13
1444,4,6,6,0.09,0.13,0.13
1445,5,6,6,0.11,0.13,0.13
1446,6,6,6,0.13,0.13,0.13
1447,7,6,6,0.15,0.13,0.13
1448,8,6,6,0.17,0.13,0.13
1449,9,6,6,0.19,0.13,0.13
1450,10,6,6,0.21,0.13,0.13
1451,11,6,6,0.23,0.13,0.13
1452,12,6,6,0.25,0.13,0.13
1453,13,6,6,0.27,0.13,0.13
1454,14,6,6,0.29,0.13,0.13
1455,0,7,6,0.01,0.15,0.13
1456,1,7,6,0.03,0.15,0.13
1457,2,7,6,0.05,0.15,0.13
1458,3,7,6,0.07,0.15,0.13
1459,4,7,6,0.09,0.15,0.13
1460,5,7,6,0.11,0.15,0.13
1461,6,7,6,0.13,0.15,0.13
1462,7,7,6,0.15,0.15,0.13
1463,8,7,6,0.17,0.15,0.13
1464,9,7,6,0.19,0.15,0.13
1465,10,7,6,0.21,0.15,0.13
1466,11,7,6,0.23,0.15,0.13
1467,12,7,6,0.25,0.15,0.13
1468,13,7,6,0.27,0.15,0.13
1469,14,7,6,0.29,0.15,0.13
1470,0,8,6,0.01,0.17,0.13
1471,1,8,6,0.03,0.17,0.13
1472,2,8,6,0.05,0.17,0.13
1473,3,8,6,0.07,0.17,0.13
1474,4,8,6,0.09,0.17,0.13
1475,5,8,6,0.11,0.17,0.13
1476,6,8,6,0.13,0.17,0.13
1477,7,8,6,0.15,0.17,0.13
1478,8,8,6,0.17,0.17,0.13
1479,9,8,6,0.19,0.17,0.13
1480,10,8,6,0.21,0.17,0.13
1481,11,8,6,0.23,0.17,0.13
1482,12,8,6,0.25,0.17,0.13
1483,13,8,6,0.27,0.17,0.13
1484,14,8,6,0.29,0.17,0.13
1485,0,9,6,0.01,0.19,0.13
1486,1,9,6,0.03,0.19,0.13
1487,2,9,6,0.05,0.19,0.13
1488,3,9,6,0.07,0.19,0.13
1489,4,9,6,0.09,0.19,0.13
1490,5,9,6,0.11,0.19,0.13
1491,6,9,6,0.13,0.19,0.13
1492,7,9,6,0.15,0.19,0.13
1493,8,9,6,0.17,0.19,0.13
1494,9,9,6,0.19,0.19,0.13
1495,10,9,6,0.21,0.19,0.13
1496,11,9,6,0.23,0.19,0.13
1497,12,9,6,0.25,0.19,0.13
1498,13,9,6,0.27,0.19,0.13
1499,14,9,6,0.29,0.19,0.13
1500,0,10,6,0.01,0.21,0.13
1501,1,10,6,0.03,0.21,0.13
1502,2,10,6,0.05,0.21,0.13
1503,3,10,6,0.07,0.21,0.13
1504,4,10,6,0.09,0.21,0.13
1505,5,10,6,0.11,0.21,0.13
1506,6,10,6,0.13,0.21,0.13
1507,7,10,6,0.15,0.21,0.13
1508,8,10,6,0.17,0.21,0.13
1509,9,10,6,0.19,0.21,0.13
1510,10,10,6,0.21,0.21,0.13
1511,11,10,6,0.23,0.21,0.13
1512,12,10,6,0.25,0.21,0.13
1513,13,10,6,0.27,0.21,0.13
1514,14,10,6,0.29,0.21,0.13
1515,0,11,6,0.01,0.23,0.13
1516,1,11,6,0.03,0.23,0.13
1517,2,11,6,0.05,0.23,0.13
1518,3,11,6,0.07,0.23,0.13
1519,4,11,6,0.09,0.23,0.13
1520,5,11,6,0.11,0.23,0.13
1521,6,11,6,0.13,0.23,0.13
1522,7,11,6,0.15,0.23,0.13
1523,8,11,6,0.17,0.23,0.13
1524,9,11,6,0.19,0.23,0.13
1525,10,11,6,0.21,0.23,0.13
1526,11,11,6,0.23,0.23,0.13
1527,12,11,6,0.25,0.23,0.13
1528,13,11,6,0.27,0.23,0.13
1529,14,11,6,0.29,0.23,0.13
1530,0,12,6,0.01,0.25,0.13
1531,1,12,6,0.03,0.25,0.13
1532,2,12,6,0.05,0.25,0.13
1533,3,12,6,0.07,0.25,0.13
1534,4,12,6,0.09,0.25,0.13
1535,5,12,6,0.11,0.25,0.13
1536,6,12,6,0.13,0.25,0.13
1537,7,12,6,0.15,0.25,0.13
1538,8,12,6,0.17,0.25,0.13
1539,9,12,6,0.19,0.25,0.13
1540,10,12,6,0.21,0.25,0.13
1541,11,12,6,0.23,0.25,0.13
1542,12,12,6,0.25,0.25,0.13
1543,13,12,6,0.27,0.25,0.13
1544,14,12,6,0.29,0.25,0.13
1545,0,13,6,0.01,0.27,0.13
1546,1,13,6,0.03,0.27,0.13
1547,2,13,6,0.05,0.27,0.13
1548,3,13,6,0.07,0.27,0.13
1549,4,13,6,0.09,0.27,0.13
1550,5,13,6,0.11,0.27,0.13
1551,6,13,6,0.13,0.27,0.13
1552,7,13,6,0.15,0.27,0.13
1553,8,13,6,0.17,0.27,0.13
1554,9,13,6,0.19,0.27,0.13
1555,10,13,6,0.21,0.27,0.13
1556,11,13,6,0.23,0.27,0.13
1557,12,13,6,0.25,0.27,0.13
1558,13,13,6,0.27,0.27,0.13
1559,14,13,6,0.29,0.27,0.13
1560,0,14,6,0.01,0.29,0.13
1561,1,14,6,0.03,0.29,0.13
1562,2,14,6,0.05,0.29,0.13
1563,3,14,6,0.07,0.29,0.13
1564,4,14,6,0.09,0.29,0.13
1565,5,14,6,0.11,0.29,0.13
1566,6,14,6,0.13,0.29,0.13
1567,7,14,6,0.15,0.29,0.13
1568,8,14,6,0.17,0.29,0.13
1569,9,14,6,0.19,0.29,0.13
1570,10,14,6,0.21,0.29,0.13
1571,11,14,6,0.23,0.29,0.13
1572,12,14,6,0.25,0.29,0.13
1573,13,14,6,0.27,0.29,0.13
1574,14,14,6,0.29,0.29,0.13
1575,0,0,7,0.01,0.01,0.15
1576,1,0,7,0.03,0.01,0.15
1577,2,0,7,0.05,0.01,0.15
1578,3,0,7,0.07,0.01,0.15
1579,4,0,7,0.09,0.01,0.15
1580,5,0,7,0.11,0.01,0.15
1581,6,0,7,0.13,0.01,0.15
1582,7,0,7,0.15,0.01,0.15
1583,8,0,7,0.17,0.01,0.15
1584,9,0,7,0.19,0.01,0.15
1585,10,0,7,0.21,0.01,0.15
1586,11,0,7,0.23,0.01,0.15
1587,12,0,7,0.25,0.01,0.15
1588,13,0,7,0.27,0.01,0.15
1589,14,0,7,0.29,0.01,0.15
1590,0,1,7,0.01,0.03,0.15
1591,1,1,7,0.03,0.03,0.15
1592,2,1,7,0.05,0.03,0.15
1593,3,1,7,0.07,0.03,0.15
1594,4,1,7,0.09,0.03,0.15
1595,5,1,7,0.11,0.03,0.15
1596,6,1,7,0.13,0.03,0.15
1597,7,1,7,0.15,0.03,0.15
1598,8,1,7,0.17,0.03,0.15
1599,9,1,7,0.19,0.03,0.15
1600,10,1,7,0.21,0.03,0.15
1601,11,1,7,0.23,0.03,0.15
1602,12,1,7,0.25,0.03,0.15
1603,13,1,7,0.27,0.03,0.15
1604,14,1,7,0.29,0.03,0.15
1605,0,2,7,0.01,0.05,0.15
1606,1,2,7,0.03,0.05,0.15
1607,2,2,7,0.05,0.05,0.15
1608,3,2,7,0.07,0.05,0.15
1609,4,2,7,0.09,0.05,0.15
1610,5,2,7,0.11,0.05,0.15
1611,6,2,7,0.13,0.05,0.15
1612,7,2,7,0.15,0.05,0.15
1613,8,2,7,0.17,0.05,0.15
1614,9,2,7,0.19,0.05,0.15
1615,10,2,7,0.21,0.05,0.15
1616,11,2,7,0.23,0.05,0.15
1617,12,2,7,0.25,0.05,0.15
1618,13,2,7,0.27,0.05,0.15
1619,14,2,7,0.29,0.05,0.15
1620,0,3,7,0.01,0.07,0.15
1621,1,3,7,0.03,0.07,0.15
1622,2,3,7,0.05,0.07,0.15
1623,3,3,7,0.07,0.07,0.15
1624,4,3,7,0.09,0.07,0.15
1625,5,3,7,0.11,0.07,0.15
1626,6,3,7,0.13,0.07,0.15
1627,7,3,7,0.15,0.07,0.15
1628,8,3,7,0.17,0.07,0.15
1629,9,3,7,0.19,0.07,0.15
1630,10,3,7,0.21,0.07,0.15
1631,11,3,7,0.23,0.07,0.15
1632,12,3,7,0.25,0.07,0.15
1633,13,3,7,0.27,0.07,0.15
1634,14,3,7,0.29,0.07,0.15
1635,0,4,7,0.01,0.09,0.15
1636,1,4,7,0.03,0.09,0.15
1637,2,4,7,0.05,0.09,0.15
1638,3,4,7,0.07,0.09,0.15
1639,4,4,7,0.09,0.09,0.15
1640,5,4,7,0.11,0.09,0.15
1641,6,4,7,0.13,0.09,0.15
1642,7,4,7,0.15,0.09,0.15
1643,8,4,7,0.17,0.09,0.15
1644,9,4,7,0.19,0.09,0.15
1645,10,4,7,0.21,0.09,0.15
1646,11,4,7,0.23,0.09,0.15
1647,12,4,7,0.25,0.09,0.15
1648,13,4,7,0.27,0.09,0.15
1649,14,4,7,0.29,0.09,0.15
1650,0,5,7,0.01,0.11,0.15
1651,1,5,7,0.03,0.11,0.15
1652,2,5,7,0.05,0.11,0.15
1653,3,5,7,0.07,0.11,0.15
1654,4,5,7,0.09,0.11,0.15
1655,5,5,7,0.11,0.11,0.15
1656,6,5,7,0.13,0.11,0.15
1657,7,5,7,0.15,0.11,0.15
1658,8,5,7,0.17,0.11,0.15
1659,9,5,7,0.19,0.11,0.15
1660,10,5,7,0.21,0.11,0.15
1661,11,5,7,0.23,0.11,0.15
1662,12,5,7,0.25,0.11,0.15
1663,13,5,7,0.27,0.11,0.15
1664,14,5,7,0.29,0.11,0.15
1665,0,6,7,0.01,0.13,0.15
1666,1,6,7,0.03,0.13,0.15
1667,2,6,7,0.05,0.13,0.15
1668,3,6,7,0.07,0.13,0.15
1669,4,6,7,0.09,0.13,0.15
1670,5,6,7,0.11,0.13,0.15
1671,6,6,7,0.13,0.13,0.15
1672,7,6,7,0.15,0.13,0.15
1673,8,6,7,0.17,0.13,0.15
1674,9,6,7,0.19,0.13,0.15
1675,10,6,7,0.21,0.13,0.15
1676,11,6,7,0.23,0.13,0.15
1677,12,6,7,0.25,0.13,0.15
1678,13,6,7,0.27,0.13,0.15
1679,14,6,7,0.29,0.13,0.15
1680,0,7,7,0.01,0.15,0.15
1681,1,7,7,0.03,0.15,0.15
1682,2,7,7,0.05,0.15,0.15
1683,3,7,7,0.07,0.15,0.15
1684,4,7,7,0.09,0.15,0.15
1685,5,7,7,0.11,0.15,0.15
1686,6,7,7,0.13,0.15,0.15
1687,7,7,7,0.15,0.15,0.15
1688,8,7,7,0.17,0.15,0.15
1689,9,7,7,0.19,0.15,0.15
1690,10,7,7,0.21,0.15,0.15
1691,11,7,7,0.23,0.15,0.15
1692,12,7,7,0.25,0.15,0.15
1693,13,7,7,0.27,0.15,0.15
1694,14,7,7,0.29,0.15,0.15
1695,0,8,7,0.01,0.17,0.15
1696,1,8,7,0.03,0.17,0.15
1697,2,8,7,0.05,0.17,0.15
1698,3,8,7,0.07,0.17,0.15
1699,4,8,7,0.09,0.17,0.15
1700,5,8,7,0.11,0.17,0.15
1701,6,8,7,0.13,0.17,0.15
1702,7,8,7,0.15,0.17,0.15
1703,8,8,7,0.17,0.17,0.15
1704,9,8,7,0.19,0.17,0.15
1705,10,8,7,0.21,0.17,0.15
1706,11,8,7,0.23,0.17,0.15
1707,12,8,7,0.25,0.17,0.15
1708,13,8,7,0.27,0.17,0.15
1709,14,8,7,0.29,0.17,0.15
1710,0,9,7,0.01,0.19,0.15
1711,1,9,7,0.03,0.19,0.15
1712,2,9,7,0.05,0.19,0.15
1713,3,9,7,0.07,0.19,0.15
1714,4,9,7,0.09,0.19,0.15
1715,5,9,7,0.11,0.19,0.15
1716,6,9,7,0.13,0.19,0.15
1717,7,9,7,0.15,0.19,0.15
1718,8,9,7,0.17,0.19,0.15
1719,9,9,7,0.19,0.19,0.15
1720,10,9,7,0.21,0.19,0.15
1721,11,9,7,0.23,0.19,0.15
1722,12,9,7,0.25,0.19,0.15
1723,13,9,7,0.27,0.19,0.15
1724,14,9,7,0.29,0.19,0.15
1725,0,10,7,0.01,0.21,0.15
1726,1,10,7,0.03,0.21,0.15
1727,2,10,7,0.05,0.21,0.15
1728,3,10,7,0.07,0.21,0.15
1729,4,10,7,0.09,0.21,0.15
1730,5,10,7,0.11,0.21,0.15
1731,6,10,7,0.13,0.21,0.15
1732,7,10,7,0.15,0.21,0.15
1733,8,10,7,0.17,0.21,0.15
1734,9,10,7,0.19,0.21,0.15
1735,10,10,7,0.21,0.21,0.15
1736,11,10,7,0.23,0.21,0.15
1737,12,10,7,0.25,0.21,0.15
1738,13,10,7,0.27,0.21,0.15
1739,14,10,7,0.29,0.21,0.15
1740,0,11,7,0.01,0.23,0.15
1741,1,11,7,0.03,0.23,0.15
1742,2,11,7,0.05,0.23,0.15
1743,3,11,7,0.07,0.23,0.15
1744,4,11,7,0.09,0.23,0.15
1745,5,11,7,0.11,0.23,0.15
1746,6,11,7,0.13,0.23,0.15
1747,7,11,7,0.15,0.23,0.15
1748,8,11,7,0.17,0.23,0.15
1749,9,11,7,0.19,0.23,0.15
1750,10,11,7,0.21,0.23,0.15
1751,11,11,7,0.23,0.23,0.15
1752,12,11,7,0.25,0.23,0.15
1753,13,11,7,0.27,0.23,0.15
1754,14,11,7,0.29,0.23,0.15
1755,0,12,7,0.01,0.25,0.15
1756,1,12,7,0.03,0.25,0.15
1757,2,12,7,0.05,0.25,0.15
1758,3,12,7,0.07,0.25,0.15
1759,4,12,7,0.09,0.25,0.15
1760,5,12,7,0.11,0.25,0.15
1761,6,12,7,0.13,0.25,0.15
1762,7,12,7,0.15,0.25,0.15
1763,8,12,7,0.17,0.25,0.15
1764,9,12,7,0.19,0.25,0.15
1765,10,12,7,0.21,0.25,0.15
1766,11,12,7,0.23,0.25,0.15
1767,12,12,7,0.25,0.25,0.15
1768,13,12,7,0.27,0.25,0.15
1769,14,12,7,0.29,0.25,0.15
1770,0,13,7,0.01,0.27,0.15
1771,1,13,7,0.03,0.27,0.15
1772,2,13,7,0.05,0.27,0.15
1773,3,13,7,0.07,0.27,0.15
1774,4,13,7,0.09,0.27,0.15
1775,5,13,7,0.11,0.27,0.15
1776,6,13,7,0.13,0.27,0.15
1777,7,13,7,0.15,0.27,0.15
1778,8,13,7,0.17,0.27,0.15
1779,9,13,7,0.19,0.27,0.15
1780,10,13,7,0.21,0.27,0.15
1781,11,13,7,0.23,0.27,0.15
1782,12,13,7,0.25,0.27,0.15
1783,13,13,7,0.27,0.27,0.15
1784,14,13,7,0.29,0.27,0.15
1785,0,14,7,0.01,0.29,0.15
1786,1,14,7,0.03,0.29,0.15
1787,2,14,7,0.05,0.29,0.15
1788,3,14,7,0.07,0.29,0.15
1789,4,14,7,0.09,0.29,0.15
1790,5,14,7,0.11,0.29,0.15
1791,6,14,7,0.13,0.29,0.15
1792,7,14,7,0.15,0.29,0.15
1793,8,14,7,0.17,0.29,0.15
1794,9,14,7,0.19,0.29,0.15
1795,10,14,7,0.21,0.29,0.15
1796,11,14,7,0.23,0.29,0.15
1797,12,14,7,0.25,0.29,0.15
1798,13,14,7,0.27,0.29,0.15
1799,14,14,7,0.29,0.29,0.15
1800,0,0,8,0.01,0.01,0.17
1801,1,0,8,0.03,0.01,0.17
1802,2,0,8,0.05,0.01,0.17
1803,3,0,8,0.07,0.01,0.17
1804,4,0,8,0.09,0.01,0.17
1805,5,0,8,0.11,0.01,0.17
1806,6,0,8,0.13,0.01,0.17
1807,7,0,8,0.15,0.01,0.17
1808,8,0,8,0.17,0.01,0.17
1809,9,0,8,0.19,0.01,0.17
1810,10,0,8,0.21,0.01,0.17
1811,11,0,8,0.23,0.01,0.17
1812,12,0,8,0.25,0.01,0.17
1813,13,0,8,0.27,0.01,0.17
1814,14,0,8,0.29,0.01,0.17
1815,0,1,8,0.01,0.03,0.17
1816,1,1,8,0.03,0.03,0.17
1817,2,1,8,0.05,0.03,0.17
1818,3,1,8,0.07,0.03,0.17
1819,4,1,8,0.09,0.03,0.17
1820,5,1,8,0.11,0.03,0.17
1821,6,1,8,0.13,0.03,0.17
1822,7,1,8,0.15,0.03,0.17
1823,8,1,8,0.17,0.03,0.17
1824,9,1,8,0.19,0.03,0.17
1825,10,1,8,0.21,0.03,0.17
1826,11,1,8,0.23,0.03,0.17
1827,12,1,8,0.25,0.03,0.17
1828,13,1,8,0.27,0.03,0.17
1829,14,1,8,0.29,0.03,0.17
1830,0,2,8,0.01,0.05,0.17
1831,1,2,8,0.03,0.05,0.17
1832,2,2,8,0.05,0.05,0.17
1833,3,2,8,0.07,0.05,0.17
1834,4,2,8,0.09,0.05,0.17
1835,5,2,8,0.11,0.05,0.17
1836,6,2,8,0.13,0.05,0.17
1837,7,2,8,0.15,0.05,0.17
1838,8,2,8,0.17,0.05,0.17
1839,9,2,8,0.19,0.05,0.17
1840,10,2,8,0.21,0.05,0.17
1841,11,2,8,0.23,0.05,0.17
1842,12,2,8,0.25,0.05,0.17
1843,13,2,8,0.27,0.05,0.17
1844,14,2,8,0.29,0.05,0.17
1845,0,3,8,0.01,0.07,0.17
1846,1,3,8,0.03,0.07,0.17
1847,2,3,8,0.05,0.07,0.17
1848,3,3,8,0.07,0.07,0.17
1849,4,3,8,0.09,0.07,0.17
1850,5,3,8,0.11,0.07,0.17
1851,6,3,8,0.13,0.07,0.17
1852,7,3,8,0.15,0.07,0.17
1853,8,3,8,0.17,0.07,0.17
1854,9,3,8,0.19,0.07,0.17
1855,10,3,8,0.21,0.07,0.17
1856,11,3,8,0.23,0.07,0.17
1857,12,3,8,0.25,0.07,0.17
1858,13,3,8,0.27,0.07,0.17
1859,14,3,8,0.29,0.07,0.17
1860,0,4,8,0.01,0.09,0.17
1861,1,4,8,0.03,0.09,0.17
1862,2,4,8,0.05,0.09,0.17
1863,3,4,8,0.07,0.09,0.17
1864,4,4,8,0.09,0.09,0.17
1865,5,4,8,0.11,0.09,0.17
1866,6,4,8,0.13,0.09,0.17
1867,7,4,8,0.15,0.09,0.17
1868,8,4,8,0.17,0.09,0.17
1869,9,4,8,0.19,0.09,0.17
1870,10,4,8,0.21,0.09,0.17
1871,11,4,8,0.23,0.09,0.17
1872,12,4,8,0.25,0.09,0.17
1873,13,4,8,0.27,0.09,0.17
1874,14,4,8,0.29,0.09,0.17
1875,0,5,8,0.01,0.11,0.17
1876,1,5,8,0.03,0.11,0.17
1877,2,5,8,0.05,0.11,0.17
1878,3,5,8,0.07,0.11,0.17
1879,4,5,8,0.09,0.11,0.17
1880,5,5,8,0.11,0.11,0.17
1881,6,5,8,0.13,0.11,0.17
1882,7,5,8,0.15,0.11,0.17
1883,8,5,8,0.17,0.11,0.17
1884,9,5,8,0.19,0.11,0.17
1885,10,5,8,0.21,0.11,0.17
1886,11,5,8,0.23,0.11,0.17
1887,12,5,8,0.25,0.11,0.17
1888,13,5,8,0.27,0.11,0.17
1889,14,5,8,0.29,0.11,0.17
1890,0,6,8,0.01,0.13,0.17
1891,1,6,8,0.03,0.13,0.17
1892,2,6,8,0.05,0.13,0.17
1893,3,6,8,0.07,0.13,0.17
1894,4,6,8,0.09,0.13,0.17
1895,5,6,8,0.11,0.13,0.17
1896,6,6,8,0.13,0.13,0.17
1897,7,6,8,0.15,0.13,0.17
1898,8,6,8,0.17,0.13,0.17
1899,9,6,8,0.19,0.13,0.17
1900,10,6,8,0.21,0.13,0.17
1901,11,6,8,0.23,0.13,0.17
1902,12,6,8,0.25,0.13,0.17
1903,13,6,8,0.27,0.13,0.17
1904,14,6,8,0.29,0.13,0.17
1905,0,7,8,0.01,0.15,0.17
1906,1,7,8,0.03,0.15,0.17
1907,2,7,8,0.05,0.15,0.17
1908,3,7,8,0.07,0.15,0.17
1909,4,7,8,0.09,0.15,0.17
1910,5,7,8,0.11,0.15,0.17
1911,6,7,8,0.13,0.15,0.17
1912,7,7,8,0.15,0.15,0.17
1913,8,7,8,0.17,0.15,0.17
1914,9,7,8,0.19,0.15,0.17
1915,10,7,8,0.21,0.15,0.17
1916,11,7,8,0.23,0.15,0.17
1917,12,7,8,0.25,0.15,0.17
1918,13,7,8,0.27,0.15,0.17
1919,14,7,8,0.29,0.15,0.17
1920,0,8,8,0.01,0.17,0.17
1921,1,8,8,0.03,0.17,0.17
1922,2,8,8,0.05,0.17,0.17
1923,3,8,8,0.07,0.17,0.17
1924,4,8,8,0.09,0.17,0.17
1925,5,8,8,0.11,0.17,0.17
1926,6,8,8,0.13,0.17,0.17
1927,7,8,8,0.15,0.17,0.17
1928,8,8,8,0.17,0.17,0.17
1929,9,8,8,0.19,0.17,0.17
1930,10,8,8,0.21,0.17,0.17
1931,11,8,8,0.23,0.17,0.17
1932,12,8,8,0.25,0.17,0.17
1933,13,8,8,0.27,0.17,0.17
1934,14,8,8,0.29,0.17,0.17
1935,0,9,8,0.01,0.19,0.17
1936,1,9,8,0.03,0.19,0.17
1937,2,9,8,0.05,0.19,0.17
1938,3,9,8,0.07,0.19,0.17
1939,4,9,8,0.09,0.19,0.17
1940,5,9,8,0.11,0.19,0.17
1941,6,9,8,0.13,0.19,0.17
1942,7,9,8,0.15,0.19,0.17
1943,8,9,8,0.17,0.19,0.17
1944,9,9,8,0.19,0.19,0.17
1945,10,9,8,0.21,0.19,0.17
1946,11,9,8,0.23,0.19,0.17
1947,12,9,8,0.25,0.19,0.17
1948,13,9,8,0.27,0.19,0.17
1949,14,9,8,0.29,0.19,0.17
1950,0,10,8,0.01,0.21,0.17
1951,1,10,8,0.03,0.21,0.17
1952,2,10,8,0.05,0.21,0.17
1953,3,10,8,0.07,0.21,0.17
1954,4,10,8,0.09,0.21,0.17
1955,5,10,8,0.11,0.21,0.17
1956,6,10,8,0.13,0.21,0.17
1957,7,10,8,0.15,0.21,0.17
1958,8,10,8,0.17,0.21,0.17
1959,9,10,8,0.19,0.21,0.17
1960,10,10,8,0.21,0.21,0.17
1961,11,10,8,0.23,0.21,0.17
1962,12,10,8,0.25,0.21,0.17
1963,13,10,8,0.27,0.21,0.17
1964,14,10,8,0.29,0.21,0.17
1965,0,11,8,0.01,0.23,0.17
1966,1,11,8,0.03,0.23,0.17
1967,2,11,8,0.05,0.23,0.17
1968,3,11,8,0.07,0.23,0.17
1969,4,11,8,0.09,0.23,0.17
1970,5,11,8,0.11,0.23,0.17
1971,6,11,8,0.13,0.23,0.17
1972,7,11,8,0.15,0.23,0.17
1973,8,11,8,0.17,0.23,0.17
1974,9,11,8,0.19,0.23,0.17
1975,10,11,8,0.21,0.23,0.17
1976,11,11,8,0.23,0.23,0.17
1977,12,11,8,0.25,0.23,0.17
1978,13,11,8,0.27,0.23,0.17
1979,14,11,8,0.29,0.23,0.17
1980,0,12,8,0.01,0.25,0.17
1981,1,12,8,0.03,0.25,0.17
1982,2,12,8,0.05,0.25,0.17
1983,3,12,8,0.07,0.25,0.17
1984,4,12,8,0.09,0.25,0.17
1985,5,12,8,0.11,0.25,0.17
1986,6,12,8,0.13,0.25,0.17
1987,7,12,8,0.15,0.25,0.17
1988,8,12,8,0.17,0.25,0.17
1989,9,12,8,0.19,0.25,0.17
1990,10,12,8,0.21,0.25,0.17
1991,11,12,8,0.23,0.25,0.17
1992,12,12,8,0.25,0.25,0.17
1993,13,12,8,0.27,0.25,0.17
1994,14,12,8,0.29,0.25,0.17
1995,0,13,8,0.01,0.27,0.17
1996,1,13,8,0.03,0.27,0.17
1997,2,13,8,0.05,0.27,0.17
1998,3,13,8,0.07,0.27,0.17
1999,4,13,8,0.09,0.27,0.17
2000,5,13,8,0.11,0.27,0.17
2001,6,13,8,0.13,0.27,0.17
2002,7,13,8,0.15,0.27,0.17
2003,8,13,8,0.17,0.27,0.17
2004,9,13,8,0.19,0.27,0.17
2005,10,13,8,0.21,0.27,0.17
2006,11,13,8,0.23,0.27,0.17
2007,12,13,8,0.25,0.27,0.17
2008,13,13,8,0.27,0.27,0.17
2009,14,13,8,0.29,0.27,0.17
2010,0,14,8,0.01,0.29,0.17
2011,1,14,8,0.03,0.29,0.17
2012,2,14,8,0.05,0.29,0.17
2013,3,14,8,0.07,0.29,0.17
2014,4,14,8,0.09,0.29,0.17
2015,5,14,8,0.11,0.29,0.17
2016,6,14,8,0.13,0.29,0.17
2017,7,14,8,0.15,0.29,0.17
2018,8,14,8,0.17,0.29,0.17
2019,9,14,8,0.19,0.29,0.17
2020,10,14,8,0.21,0.29,0.17
2021,11,14,8,0.23,0.29,0.17
2022,12,14,8,0.25,0.29,0.17
2023,13,14,8,0.27,0.29,0.17
2024,14,14,8,0.29,0.29,0.17
2025,0,0,9,0.01,0.01,0.19
2026,1,0,9,0.03,0.01,0.19
2027,2,0,9,0.05,0.01,0.19
2028,3,0,9,0.07,0.01,0.19
2029,4,0,9,0.09,0.01,0.19
2030,5,0,9,0.11,0.01,0.19
2031,6,0,9,0.13,0.01,0.19
2032,7,0,9,0.15,0.01,0.19
2033,8,0,9,0.17,0.01,0.19
2034,9,0,9,0.19,0.01,0.19
2035,10,0,9,0.21,0.01,0.19
2036,11,0,9,0.23,0.01,0.19
2037,12,0,9,0.25,0.01,0.19
2038,13,0,9,0.27,0.01,0.19
